,City,Cloudiness,County,Data,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Maryville,1,US,1573711271,100,35.76,-83.97,30.2,3.53
375,Tirumullaivasal,33,IN,1573711272,77,11.24,79.84,82.65,13.0
376,Begoro,84,GH,1573711272,91,6.38,-0.38,71.55,1.28
377,Khasan,0,RU,1573711272,25,42.43,130.64,25.07,16.06
378,Kargopol,100,RU,1573711272,84,61.51,38.95,35.28,11.32
379,Dwarka,40,IN,1573711272,56,28.58,77.04,73.4,4.7
380,Ostrovnoy,100,RU,1573711273,91,68.05,39.51,29.37,10.2
381,Mutoko,82,ZW,1573711273,50,-17.4,32.23,80.08,7.18
382,Mayumba,100,GA,1573711273,82,-3.44,10.65,79.72,2.68
383,Suratgarh,100,IN,1573711273,26,29.32,73.9,77.76,2.35
384,Kodinsk,100,RU,1573711274,87,58.6,99.18,5.99,5.57
385,Samut Songkhram,62,TH,1573711034,75,13.41,100.0,84.7,6.85
386,Chulym,100,RU,1573711274,84,55.09,80.97,10.92,9.53
387,Lunglei,1,IN,1573711275,35,22.89,92.75,87.69,1.45
388,Dingle,100,PH,1573711275,78,11.0,122.67,82.18,0.38
389,Kudahuvadhoo,73,MV,1573711275,77,2.67,72.89,83.55,15.3
390,Samfya,100,ZM,1573711276,72,-11.37,29.56,73.47,6.26
391,Zyryanka,82,RU,1573711276,99,65.73,150.89,-3.27,0.94
392,Vostok,100,RU,1573711276,82,46.45,135.83,2.07,19.98
393,Pasinler,25,TR,1573711276,79,39.98,41.67,23.0,1.12
394,Rawson,0,AR,1573711277,48,-43.3,-65.11,60.37,24.29
395,Mercedes,0,UY,1573711277,89,-33.25,-58.03,63.95,2.82
396,Namatanai,55,PG,1573711278,73,-3.66,152.44,84.27,11.63
397,Loukhi,100,RU,1573711278,99,66.08,33.04,33.57,5.73
398,Brownsville,90,US,1573711278,81,25.91,-97.49,44.6,5.82
399,Xingyi,48,CN,1573711279,58,24.19,102.82,67.12,3.65
400,Mongo,99,CD,1573711279,90,-5.62,14.6,74.23,1.25
401,Sarakhs,3,TM,1573711279,39,36.54,61.16,46.4,1.25
402,Stokmarknes,20,NO,1573711280,69,68.56,14.91,37.4,2.24
403,Tifton,90,US,1573711048,56,31.45,-83.51,42.8,8.05
404,Vila Velha,40,BR,1573711280,69,-3.71,-38.6,80.6,12.75
405,Ust-Omchug,100,RU,1573711280,97,61.13,149.63,-1.32,6.2
406,Talnakh,0,RU,1573711281,75,69.49,88.39,-14.81,2.24
407,Kushima,20,JP,1573711281,34,31.5,131.29,68.0,14.99
408,Ashland,1,US,1573711226,92,38.48,-82.64,24.8,4.12
409,Linhares,55,BR,1573711281,94,-19.38,-40.06,72.23,4.7
410,Chokurdakh,100,RU,1573711281,96,70.62,147.9,3.7,3.87
411,Camacha,75,PT,1573711281,77,33.08,-16.33,66.2,13.87
412,Natal,20,BR,1573711023,78,-5.81,-35.21,77.0,10.29
413,Santo Antonio da Platina,100,BR,1573711245,95,-23.3,-50.08,68.72,4.54
414,Quatre Cocos,40,MU,1573711282,69,-20.21,57.76,80.6,11.41
415,Kenora,90,CA,1573711282,72,49.76,-94.48,15.8,4.7
416,Padang,94,ID,1573711282,79,-0.92,100.36,79.68,3.38
417,Mikhaylovka,49,RU,1573711282,70,52.96,103.29,11.05,9.53
418,Rodez,96,FR,1573711283,100,44.35,2.57,37.4,8.05
419,Bima,0,ID,1573711283,25,-8.45,118.73,99.55,3.58
420,Bethanien,34,NA,1573711284,36,-26.5,17.16,66.69,4.16
421,Palmer,20,AU,1573711066,55,-34.85,139.16,64.4,12.75
422,Pangnirtung,96,CA,1573711284,71,66.15,-65.72,17.13,3.8
423,Tateyama,75,JP,1573711284,76,36.66,137.31,51.8,10.29
424,Namtsy,40,RU,1573711284,75,62.72,129.66,-13.01,4.47
425,Doha,20,QA,1573711188,32,25.29,51.53,82.4,9.17
426,Moron,0,HT,1573711285,79,18.56,-74.26,79.47,11.01
427,Marsaxlokk,75,MT,1573711285,67,35.84,14.54,62.6,17.22
428,Yerbogachen,100,RU,1573711285,91,61.28,108.01,-16.8,3.04
429,Maniitsoq,100,GL,1573711286,67,65.42,-52.9,33.21,12.73
430,Rudnogorsk,91,RU,1573711286,79,57.27,103.75,0.41,2.15
431,Satuk,40,TR,1573711286,81,41.23,32.38,48.2,2.24
432,Ambunti,53,PG,1573711286,82,-4.22,142.82,84.69,2.53
433,Iskateley,100,RU,1573711286,88,67.68,53.15,9.73,17.56
434,Carauari,100,BR,1573711286,98,-4.88,-66.9,72.82,1.36
435,Amazar,0,RU,1573711287,69,53.86,120.88,-7.25,4.83
436,Bathsheba,20,BB,1573711287,83,13.22,-59.52,80.6,9.17
437,Coos Bay,75,US,1573711287,100,43.37,-124.22,48.2,4.7
438,Metro,95,ID,1573711287,53,-5.11,105.31,90.41,13.91
439,Ilhabela,91,BR,1573711288,89,-23.78,-45.36,73.02,8.34
440,Egvekinot,100,RU,1573711288,92,66.32,-179.17,6.64,11.52
441,Batken,1,KG,1573711288,25,40.06,70.82,46.71,1.39
442,Tigil,90,RU,1573711289,88,57.8,158.67,27.73,2.75
443,Tomatlan,98,MX,1573711289,86,19.93,-105.25,68.09,3.91
444,Conakry,1,GN,1573711289,81,9.52,-13.7,79.57,1.39
445,Wanaka,99,NZ,1573711290,88,-44.7,169.14,40.37,6.04
446,Ucluelet,95,CA,1573711290,79,48.94,-125.55,47.62,5.14
447,Nagato,20,JP,1573711290,37,34.35,131.14,55.4,11.41
448,Manchester,75,US,1573711205,67,43.0,-71.45,17.6,1.86
449,Udachnyy,100,RU,1573711290,74,66.42,112.4,-25.61,6.71
450,Plyussa,100,RU,1573711291,82,58.42,29.37,45.57,11.97
451,Tevaitoa,100,PF,1573711291,79,-16.78,-151.5,79.34,21.34
452,Gbarnga,21,LR,1573711291,98,7.0,-9.47,70.41,0.72
453,Presidencia Roque Saenz Pena,0,AR,1573711291,93,-26.79,-60.44,67.8,3.69
454,Limbang,75,BN,1573711292,66,4.75,115.01,87.8,3.36
455,Abonnema,75,NG,1573711292,94,4.71,6.79,73.4,2.93
456,Abeche,96,TD,1573711292,15,13.83,20.83,78.53,9.6
457,Cordoba,2,AR,1573711292,43,-27.78,-67.24,75.58,2.8
458,Igarka,0,RU,1573711293,81,67.47,86.57,-18.44,4.23
459,San Jose,100,HN,1573711293,93,14.25,-87.96,61.56,4.92
460,Whitianga,9,NZ,1573711293,60,-36.83,175.7,60.46,11.95
461,Vilhena,99,BR,1573711293,98,-12.74,-60.15,69.17,1.34
462,Werda,60,BW,1573711294,16,-25.27,23.28,78.53,7.94
463,Praia,75,BR,1573711294,68,-20.25,-43.81,71.6,9.17
464,Tome,40,JP,1573711294,47,38.69,141.2,57.2,17.22
465,Turukhansk,0,RU,1573711294,83,65.8,87.96,-17.34,4.5
466,Fairbanks,90,US,1573711084,55,64.84,-147.72,8.6,19.46
467,Gornyy,42,RU,1573711295,81,51.76,48.54,34.45,7.27
468,Axim,80,GH,1573711295,92,4.87,-2.24,74.8,1.66
469,Aklavik,90,CA,1573711207,76,68.22,-135.01,-5.81,4.7
470,The Valley,6,AI,1573711296,80,18.22,-63.06,79.9,14.43
471,Novo Aripuana,73,BR,1573711296,89,-5.12,-60.38,74.14,1.52
472,Ola,79,RU,1573711296,78,59.58,151.3,26.02,23.31
473,Whitehorse,90,CA,1573711279,85,60.72,-135.06,17.6,1.14
474,Puri,49,ID,1573711297,25,-7.54,112.45,100.53,6.6
475,Isangel,75,VU,1573711297,57,-19.55,169.27,80.6,16.11
476,Barra Patuca,11,HN,1573711297,69,15.8,-84.28,82.71,6.13
477,Hirna,41,ET,1573711298,66,9.22,41.1,65.01,5.1
478,El Rincon,98,CO,1573711298,91,10.27,-73.13,64.6,3.22
479,Foumban,100,CM,1573711299,81,5.73,10.9,70.52,2.35
480,Manono,89,CD,1573711299,77,-7.3,27.4,75.65,3.91
481,Aktau,75,KZ,1573711299,93,43.65,51.16,41.0,17.9
482,Naranjal,90,PY,1573711299,94,-25.97,-55.19,71.6,1.3
483,Sangar,100,RU,1573711300,96,63.92,127.47,-15.51,4.0
484,SIM,0,BR,1573711300,97,-12.25,-38.93,67.69,1.81
485,Saint-Denis,75,FR,1573711300,87,48.94,2.36,42.8,11.41
486,Marsh Harbour,90,BS,1573711300,81,26.54,-77.06,75.85,20.31
487,Tarazona,90,ES,1573711300,81,41.91,-1.72,53.6,17.22
488,Ballitoville,40,ZA,1573711301,73,-29.54,31.21,69.8,12.75
489,Dilla,31,ET,1573711301,79,6.41,38.31,60.12,3.91
490,Haines Junction,100,CA,1573711301,96,60.75,-137.51,11.73,5.84
491,Vitomiresti,100,RO,1573711301,87,44.87,24.4,53.74,6.24
492,Nizhnyaya Maktama,42,RU,1573711301,79,54.86,52.43,29.64,4.9
493,Luba,70,PH,1573711301,68,17.32,120.7,81.0,17.63
494,Nambucca Heads,90,AU,1573711302,46,-30.64,152.99,73.4,6.93
495,Garowe,82,SO,1573711302,53,8.41,48.48,78.75,9.33
496,Bykovo,0,RU,1573711302,80,49.76,45.39,36.81,6.26
497,Dois Riachos,3,BR,1573711303,95,-9.38,-37.1,65.66,4.56
498,Jiayuguan,0,CN,1573711303,10,39.77,98.29,49.01,8.05
499,Ormara,3,PK,1573711303,50,25.21,64.64,77.52,1.23
500,Rundu,100,NA,1573711303,77,-17.91,19.77,68.0,1.12
501,Shurugwi,97,ZW,1573711304,75,-19.67,30.0,70.66,5.59
502,Mount Isa,82,AU,1573711304,5,-20.73,139.49,95.0,12.75
503,Dongsheng,0,CN,1573711304,18,29.72,112.52,71.28,5.84
504,Maceio,20,BR,1573711304,78,-9.67,-35.74,75.2,3.36
505,Bronnoysund,75,NO,1573711304,65,65.46,12.2,41.0,8.05
506,Tshikapa,97,CD,1573711305,94,-6.42,20.79,73.26,1.32
507,Kagoro,52,NG,1573711305,49,9.6,8.38,70.54,4.36
508,Itarema,49,BR,1573711305,72,-2.92,-39.92,78.93,11.14
509,Pozo Colorado,57,PY,1573711305,98,-23.49,-58.8,70.59,1.81
510,Vardo,1,US,1573711305,68,39.62,-77.74,30.2,8.05
511,Ecuandureo,82,MX,1573711305,89,20.16,-102.19,55.56,2.35
512,Poum,75,MK,1573711306,87,41.28,20.71,44.6,2.24
513,Qaqortoq,100,GL,1573711306,75,60.72,-46.03,41.0,42.5
514,Mitu,98,IR,1573711306,24,36.2,46.09,48.87,2.33
515,Husavik,53,CA,1573711307,90,50.56,-96.99,11.48,7.05
516,Marsa Matruh,35,EG,1573711307,81,31.35,27.25,72.36,28.59
517,Westport,1,US,1573711241,49,41.14,-73.36,30.2,8.05
518,Waddan,0,LY,1573711307,40,29.16,16.14,57.18,6.17
519,Aswan,84,EG,1573711201,57,24.09,32.9,81.93,4.94
520,Izhma,100,RU,1573711307,88,65.01,53.91,11.19,10.94
521,Yulara,31,AU,1573711308,8,-25.24,130.99,89.6,6.93
522,Vestmannaeyjar,0,IS,1573711308,56,63.44,-20.27,35.33,12.95
523,Horsham,97,AU,1573711308,48,-36.71,142.2,66.61,12.97
524,Chivay,100,PE,1573711308,38,-15.64,-71.6,42.55,2.98
525,Ilo,52,PE,1573711308,81,-17.65,-71.34,65.12,4.94
526,Krasnoye,20,RU,1573711308,81,44.87,39.46,42.8,15.66
527,Nautla,99,MX,1573711309,92,20.22,-96.78,56.1,1.61
528,Vagur,0,FO,1573711309,64,61.47,-6.81,41.88,22.37
529,Deputatskiy,99,RU,1573711309,100,69.3,139.9,-11.87,0.56
530,Urengoy,98,RU,1573711310,95,65.96,78.37,0.25,10.0
531,Fort-Shevchenko,59,KZ,1573711310,68,44.51,50.26,46.76,15.79
532,Inirida,99,CO,1573711310,96,3.87,-67.92,73.38,2.26
533,Tocopilla,0,CL,1573711310,42,-22.09,-70.2,53.56,2.51
534,Kushiro,20,JP,1573711310,43,43.11,144.15,50.0,19.46
535,Roald,75,NO,1573711310,93,62.58,6.12,37.4,8.05
536,Moroni,20,GR,1573711311,82,35.09,24.92,60.8,6.93
537,Peniche,75,PT,1573711311,93,39.36,-9.38,57.2,16.11
538,Caraguatatuba,75,BR,1573711214,83,-23.62,-45.41,69.8,2.24
539,Bafata,10,GW,1573711311,91,12.17,-14.67,73.58,3.15
540,Butembo,97,CD,1573711311,94,0.12,29.29,65.14,3.31
541,Atikokan,65,CA,1573711312,91,48.76,-91.62,11.66,7.11
542,Nara,40,JP,1573711040,48,34.68,135.8,60.8,26.4
543,Moose Factory,90,CA,1573711312,85,51.26,-80.61,17.6,10.29
544,Romny,56,UA,1573711312,81,50.74,33.49,39.78,14.76
545,Krasnoarmeyskiy,0,RU,1573711313,73,46.12,40.39,45.43,23.78
546,Llandrindod Wells,100,GB,1573711313,99,52.24,-3.38,32.49,4.97
547,Giyani,94,ZA,1573711313,60,-23.32,30.73,79.16,4.0
548,Upata,96,VE,1573711313,97,8.02,-62.41,70.02,1.9
549,Komsomolskiy,9,RU,1573711313,76,67.55,63.78,-4.31,3.62
550,Tabou,69,CI,1573711314,96,4.42,-7.36,74.91,1.95
551,Anahuac,0,MX,1573711314,68,26.44,-109.02,71.46,3.09
552,Klaksvik,25,FO,1573711314,69,62.23,-6.59,37.4,16.11
553,Great Falls,1,US,1573711314,86,47.5,-111.29,33.8,4.7
554,Bembereke,38,BJ,1573711094,48,10.23,2.66,74.5,1.95
555,Wenshang,0,CN,1573711314,19,35.72,116.48,68.38,18.37
556,Jalu,0,LY,1573711315,56,29.03,21.55,57.22,7.14
557,Kindersley,5,CA,1573711315,92,51.47,-109.16,28.4,9.17
558,Maracacume,82,BR,1573711315,96,-2.04,-45.96,72.79,2.48
559,Asha,84,RU,1573711315,76,54.99,57.29,24.76,5.91
560,Antofagasta,90,CL,1573711316,82,-23.65,-70.4,62.6,4.7
561,Cairns,40,AU,1573711316,61,-16.92,145.77,82.4,8.05
562,Port Hardy,90,CA,1573711316,81,50.7,-127.42,50.0,12.75
563,Beringovskiy,100,RU,1573711316,72,63.05,179.32,29.23,25.9
564,Saint Anthony,1,US,1573711317,68,43.97,-111.68,28.4,4.7
565,Ulladulla,35,AU,1573711317,27,-35.36,150.48,78.8,12.75
566,Henties Bay,48,NA,1573711317,71,-22.12,14.28,63.28,4.68
567,Knysna,40,ZA,1573711317,88,-34.04,23.05,62.6,10.29
568,Aden,30,YE,1573711220,48,12.79,45.03,84.9,15.41
569,Zomba,75,MW,1573711317,65,-15.39,35.33,80.6,13.87
